,Date,Promotion4,Weekly_Sales
2493,20120803,17046.57,1052066.58
2494,20120810,3800.38,967304.07
2495,20120817,2345.51,1048134.24
2496,20120824,460.81,1145840.91
2497,20120831,9800.5,1117097.23
2498,20120907,346.88,1083521.24
2499,20120914,1458.55,960476.1
2500,20120921,1323.47,971386.65
2501,20120928,2464.93,1002856.2
2594,20111111,8568.62,1502078.93
2595,20111118,978.96,1411835.57
2596,20111125,23.79,1974646.78
2597,20111202,4716.48,1484708.38
2598,20111209,4650.7,1713769.06
2599,20111216,489.96,1852179.15
2600,20111223,145.88,2480159.47
2601,20111230,1457.96,1405168.06
2602,20120106,1552.93,1266570.4
2603,20120113,1698.88,1182198.7
2604,20120120,1122.08,1237104.73
2605,20120127,20.97,1279623.26
2606,20120203,52739.02,1345311.65
2607,20120210,16150.68,1499496.67
2608,20120217,11200.69,1424720.27
2609,20120224,4929.34,1352470.09
2610,20120302,31324.8,1308977.05
2611,20120309,1532.63,1358816.46
2612,20120316,3175.2,1312849.1
2613,20120323,986.74,1342254.55
2614,20120330,2056.18,1327139.35
2615,20120406,2949.23,1631737.68
2616,20120413,1818.94,1365098.46
2617,20120420,1321.97,1255087.26
2618,20120427,67.72,1285897.24
2619,20120504,7269.47,1405007.44
2620,20120511,1751.72,1442873.22
2621,20120518,1705.28,1366937.1
2622,20120525,1053.96,1485540.28
2623,20120601,2171.48,1450733.29
2624,20120608,2760.12,1390122.11
2625,20120615,2837.84,1440263.15
2626,20120622,2971.07,1468350.36
2627,20120629,3736.21,1379652.65
2628,20120706,6664.35,1557120.44
2629,20120713,2677.28,1321741.35
2630,20120720,3070.32,1317672.92
2631,20120727,4414.95,1248915.43
2632,20120803,16284.94,1342123.78
2633,20120810,3086.53,1408907.89
2634,20120817,2282.3,1375101.26
2635,20120824,5601.12,1544653.37
2636,20120831,7058.25,1542719.87
2637,20120907,1677.12,1497073.82
2638,20120914,1166.93,1370653.41
2639,20120921,1516.01,1338572.29
2640,20120928,2463.88,1338299.02
2733,20111111,9606.11,2269975.85
2734,20111118,1043.37,2169933.82
2735,20111125,64.46,2906233.25
2736,20111202,6140.65,2298776.83
2737,20111209,5254.23,2546123.78
2738,20111216,466.19,2762816.65
2739,20111223,38.97,3555371.03
2740,20111230,1648.03,2043245.0
2741,20120106,1365.38,1964701.94
2742,20120113,847.7,1911510.64
2743,20120120,999.54,1892775.94
2744,20120127,52.87,1761016.51
2745,20120203,53603.99,2203523.2
2746,20120210,16864.33,2462978.2800000003
2747,20120217,11087.4,2309025.16
2748,20120224,1457.31,2045837.55
2749,20120302,22275.03,2148822.76
2750,20120309,3867.16,2139265.4
2751,20120316,3282.4,2064991.71
2752,20120323,332.11,1992436.96
2753,20120330,1285.42,2074721.74
2754,20120406,4289.46,2565259.92
2755,20120413,2515.97,2045396.06
2756,20120420,1066.17,1884427.84
2757,20120427,28.04,1886503.93
2758,20120504,9381.13,2163510.89
2759,20120511,2889.48,2168097.11
2760,20120518,2746.24,2039222.26
2761,20120525,1554.19,2114989.0
2762,20120601,3560.21,2143126.59
2763,20120608,2073.77,2231962.13
2764,20120615,3667.7,2165160.29
2765,20120622,4195.01,2060588.69
2766,20120629,561.31,2055952.61
2767,20120706,7751.95,2358055.3
2768,20120713,4960.49,2134680.12
2769,20120720,2751.92,1970170.29
2770,20120727,11794.45,1911559.1
2771,20120803,25656.34,2094515.71
2772,20120810,6921.28,2144245.39
2773,20120817,2535.66,2045061.22
2774,20120824,9638.85,2005341.43
2775,20120831,9015.83,2062481.56
2776,20120907,1938.4,2080529.06
2777,20120914,1481.31,2047949.98
2778,20120921,1727.92,2028587.24
2779,20120928,3301.81,2008350.58
2872,20111111,2489.99,757369.87
2873,20111118,747.43,737014.09
2874,20111125,319.19,1219263.4
2875,20111202,325.35,793184.25
2876,20111209,4746.58,897747.13
2877,20111216,393.58,1027584.51
2878,20111223,29.81,1384552.17
2879,20111230,419.61,804362.36
2880,20120106,753.62,640181.86
2881,20120113,396.66,631181.25
2882,20120120,387.92,651178.2
2883,20120127,18.42,611258.71
2884,20120203,25134.87,680725.43
2885,20120210,16646.38,770652.7899999999
2886,20120217,7862.71,834663.52
2887,20120224,2229.25,747099.0700000001
2888,20120302,8891.83,764385.4
2889,20120309,479.87,755084.4
2890,20120316,2972.55,767338.32
2891,20120323,534.23,729759.97
2892,20120330,1101.6,724798.76
2893,20120406,3662.26,761956.5800000001
2894,20120413,983.98,769319.04
2895,20120420,894.38,734858.91
2896,20120427,14.0,674829.58
2897,20120504,4179.63,697645.32
2898,20120511,2908.8,649945.54
2899,20120518,1397.46,700554.16
2900,20120525,1575.99,722891.24
2901,20120601,3660.14,695439.83
2902,20120608,751.89,707895.72
2903,20120615,2970.97,727049.04
2904,20120622,3498.46,735870.0
2905,20120629,1849.32,716341.39
2906,20120706,3667.62,693013.59
2907,20120713,2908.11,668132.36
2908,20120720,3554.45,691200.33
2909,20120727,10055.75,677789.14
2910,20120803,18198.04,693785.85
2911,20120810,4045.91,700272.01
2912,20120817,3128.07,751963.8099999999
2913,20120824,5817.38,802003.61
2914,20120831,9935.11,763867.59
2915,20120907,2815.73,642827.29
2916,20120914,1332.23,628494.63
2917,20120921,1675.24,667151.46
2918,20120928,1458.77,647097.65
3011,20111111,3159.94,1051740.29
3012,20111118,747.89,1007579.44
3013,20111125,7.5,1535857.49
3014,20111202,3397.08,1167621.14
3015,20111209,2499.81,1308967.44
3016,20111216,423.22,1453153.33
3017,20111223,5.0,1863195.68
3018,20111230,388.44,982661.14
3019,20120106,1777.64,895358.2
3020,20120113,520.21,855437.5700000001
3021,20120120,1934.2,897027.44
3022,20120127,9.88,786459.23
3023,20120203,57815.43,958487.75
3024,20120210,9811.63,1034448.07
3025,20120217,10409.34,1004749.41
3026,20120224,8695.83,912958.95
3027,20120302,25615.48,974866.65
3028,20120309,1351.75,991127.01
3029,20120316,3719.23,966780.01
3030,20120323,511.14,992774.4
3031,20120330,1653.46,965769.93
3032,20120406,1946.99,1197489.66
3033,20120413,1633.96,939118.24
3034,20120420,54.25,1000342.87
3035,20120427,247.76,922539.94
3036,20120504,6586.49,1005083.31
3037,20120511,3370.19,997868.63
3038,20120518,1482.63,986612.02
3039,20120525,1369.3,1047297.38
3040,20120601,3723.8,1102857.37
3041,20120608,3041.13,1061134.37
3042,20120615,3070.27,1061219.19
3043,20120622,2396.96,1112449.3
3044,20120629,339.38,1053881.78
3045,20120706,6485.38,1097786.14
3046,20120713,2046.91,971361.38
3047,20120720,1986.27,991969.37
3048,20120727,8546.62,925731.21
3049,20120803,18389.63,1007257.83
3050,20120810,2623.17,973812.79
3051,20120817,2273.84,981273.26
3052,20120824,6657.04,1060906.75
3053,20120831,6761.03,1022270.86
3054,20120907,2510.1,996628.8
3055,20120914,499.91,918049.28
3056,20120921,1217.3,921612.53
3057,20120928,2763.63,976479.51
3150,20111111,3834.44,1436940.78
3151,20111118,529.68,1345631.96
3152,20111125,7.0,2057059.53
3153,20111202,5080.3,1552886.59
3154,20111209,4318.8,1841173.6
3155,20111216,591.22,2173621.2
3156,20111223,2.0,2587953.32
3157,20111230,1099.12,1213486.95
3158,20120106,2408.34,1150662.55
3159,20120113,807.22,1031451.35
3160,20120120,2251.32,1146992.13
3161,20120127,9.0,1037476.38
3162,20120203,43218.61,1261872.67
3163,20120210,9800.67,1358444.07
3164,20120217,6699.65,1365546.69
3165,20120224,7541.62,1272948.27
3166,20120302,23421.73,1322852.2
3167,20120309,4365.63,1292724.9
3168,20120316,3380.28,1258364.31
3169,20120323,276.39,1288154.1
3170,20120330,1010.3,1261964.96
3171,20120406,3647.54,1604605.69
3172,20120413,2064.48,1231752.54
3173,20120420,502.31,1287899.41
3174,20120427,2.0,1277758.76
3175,20120504,4899.79,1317379.68
3176,20120511,1419.42,1321914.34
3177,20120518,516.81,1332952.47
3178,20120525,1017.09,1552934.64
3179,20120601,1401.23,1476144.34
3180,20120608,2581.42,1568048.54
3181,20120615,1361.6,1543667.68
3182,20120622,2064.37,1522042.57
3183,20120629,343.88,1451782.16
3184,20120706,6112.89,1545370.16
3185,20120713,3148.73,1384921.63
3186,20120720,437.8,1381339.23
3187,20120727,3797.44,1322932.36
3188,20120803,1810.24,1416926.31
3189,20120810,13110.54,1436311.76
3190,20120817,1135.93,1510131.45
3191,20120824,5325.05,1702220.96
3192,20120831,4812.58,1577468.78
3193,20120907,1288.27,1427162.26
3194,20120914,990.89,1279041.64
3195,20120921,1993.04,1338627.55
3196,20120928,2646.89,1319035.06
3289,20111111,5950.16,1425078.59
3290,20111118,2629.75,1297535.69
3291,20111125,221.93,1761235.67
3292,20111202,6002.36,1335647.1
3293,20111209,2399.76,1529615.54
3294,20111216,1766.33,1624994.43
3295,20111223,51.66,2168344.23
3296,20111230,1242.49,1363973.16
3297,20120106,1745.2,1251581.89
3298,20120113,819.74,1155594.2
3299,20120120,730.64,1151993.85
3300,20120127,90.5,1057290.41
3301,20120203,47452.43,1249696.97
3302,20120210,11571.69,1403460.87
3303,20120217,15725.51,1326370.08
3304,20120224,6791.1,1303233.15
3305,20120302,110.37,1213994.39
3306,20120309,34839.93,1325835.7
3307,20120316,3250.66,1239299.12
3308,20120323,552.16,1221723.94
3309,20120330,5456.51,1230106.13
3310,20120406,3082.34,1524734.29
3311,20120413,1204.7,1285783.87
3312,20120420,1682.87,1208654.4
3313,20120427,1121.45,1194334.65
3314,20120504,5860.88,1306551.71
3315,20120511,1798.06,1355391.79
3316,20120518,1529.05,1298809.8
3317,20120525,3992.12,1407897.57
3318,20120601,883.54,1467722.19
3319,20120608,3050.95,1406313.13
3320,20120615,2449.86,1364445.98
3321,20120622,4434.39,1434709.63
3322,20120629,1310.41,1428869.9
3323,20120706,1218.55,1645097.75
3324,20120713,5852.88,1405475.78
3325,20120720,614.55,1394299.0
3326,20120727,4124.82,1307339.14
3327,20120803,9345.76,1440374.13
3328,20120810,12823.7,1497054.81
3329,20120817,4744.01,1397970.54
3330,20120824,8868.81,1303726.54
3331,20120831,8772.12,1344558.92
3332,20120907,2756.36,1477134.75
3333,20120914,1838.92,1242909.53
3334,20120921,873.12,1261158.47
3335,20120928,984.11,1259278.36
3428,20111111,3286.86,719235.07
3429,20111118,267.01,728525.6
3430,20111125,6.47,1116211.39
3431,20111202,4106.92,878314.5700000001
3432,20111209,2761.65,916446.02
3433,20111216,282.11,997502.47
3434,20111223,26.97,1290532.97
3435,20111230,407.17,683665.37
3436,20120106,1092.98,636419.12
3437,20120113,506.45,614764.31
3438,20120120,5.85,594744.89
3439,20120127,901.08,589554.29
3440,20120203,42448.94,642776.4
3441,20120210,16909.35,658984.38
3442,20120217,8768.42,654088.02
3443,20120224,5556.78,613501.05
3444,20120302,12085.01,643155.89
3445,20120309,13264.83,643711.53
3446,20120316,845.05,638204.27
3447,20120323,2689.25,672831.78
3448,20120330,2560.04,684348.92
3449,20120406,1973.99,791356.9
3450,20120413,789.18,658691.56
3451,20120420,787.22,661566.48
3452,20120427,62.58,655157.32
3453,20120504,2512.32,696421.72
3454,20120511,4625.4,739866.16
3455,20120518,640.51,717207.19
3456,20120525,1581.91,783371.02
3457,20120601,544.94,694765.95
3458,20120608,2897.69,730254.19
3459,20120615,1735.9,753860.89
3460,20120622,3543.14,721601.9
3461,20120629,712.78,718890.8099999999
3462,20120706,4541.86,753385.5499999999
3463,20120713,1803.13,714093.95
3464,20120720,3456.58,685676.58
3465,20120727,2505.39,659109.53
3466,20120803,10978.83,709724.6
3467,20120810,14696.25,710496.97
3468,20120817,4015.19,728467.72
3469,20120824,2360.4,756527.64
3470,20120831,3827.68,714828.73
3471,20120907,5643.24,671482.9
3472,20120914,968.4,657241.63
3473,20120921,802.77,664745.2
3474,20120928,149.01,683300.84
3567,20111111,1581.44,1077640.13
3568,20111118,345.45,946091.79
3570,20111202,1187.26,1012498.49
3571,20111209,1669.69,1148987.46
3572,20111216,533.84,1204807.83
3573,20111223,9.0,1515175.01
3574,20111230,799.85,972834.42
3575,20120106,468.31,971557.62
3576,20120113,275.03,836305.65
3577,20120120,153.3,838751.5
3578,20120127,13.76,820059.89
3579,20120203,20234.78,939158.25
3580,20120210,5936.74,1081005.64
3581,20120217,3417.87,965788.76
3582,20120224,2716.45,917924.47
3583,20120302,15485.84,955641.74
3584,20120309,387.57,1028569.01
3585,20120316,1535.17,919503.4
3586,20120323,199.78,874790.6799999999
3587,20120330,981.6,922018.43
3588,20120406,1128.16,1116829.23
3589,20120413,1103.96,889670.29
3590,20120420,154.69,923600.02
3591,20120427,24.1,911969.0
3592,20120504,2449.14,946573.29
3593,20120511,842.81,1062548.73
3594,20120518,550.47,978082.84
3595,20120525,1942.28,1067310.74
3596,20120601,662.3,1015853.03
3597,20120608,689.29,1106176.83
3598,20120615,851.83,1029248.22
3599,20120622,1901.89,1056282.91
3600,20120629,256.82,1051190.44
3601,20120706,3309.33,1180470.8
3602,20120713,1114.8,1063149.78
3603,20120720,1032.75,1049625.9
3604,20120727,376.52,1031745.14
3605,20120803,8478.97,1090915.09
3606,20120810,1524.63,1121476.51
3607,20120817,829.7,1068292.56
3608,20120824,1866.46,1022704.2
3609,20120831,2176.09,1053495.51
3610,20120907,526.42,1081874.03
3611,20120914,368.91,986131.94
3612,20120921,228.31,961084.08
3613,20120928,1016.11,964726.37
3706,20111111,4235.07,1800728.07
3707,20111118,567.08,1723739.44
3708,20111125,24.22,2504400.71
3709,20111202,3692.11,1806924.74
3710,20111209,1796.01,2014665.98
3711,20111216,1160.14,2205919.86
3712,20111223,209.34,2739019.75
3713,20111230,1009.78,1650604.6
3714,20120106,2399.37,1535287.4
3715,20120113,643.15,1492399.13
3716,20120120,2567.91,1542131.05
3717,20120127,101.5,1263534.86
3718,20120203,67474.85,1564246.02
3719,20120210,14000.53,1651605.35
3720,20120217,11286.99,1606221.56
3721,20120224,8237.33,1648602.39
3722,20120302,35364.08,1509323.09
3723,20120309,3614.57,1607343.41
3724,20120316,5193.68,1635984.07
3725,20120323,917.38,1620839.34
3726,20120330,2943.99,1615494.14
3727,20120406,3079.87,1899013.34
3728,20120413,1532.47,1650405.21
3729,20120420,1433.43,1639999.47
3730,20120427,51.97,1565498.84
3731,20120504,5895.46,1669388.45
3732,20120511,2261.45,1674306.31
3733,20120518,2225.5,1707158.82
3734,20120525,2173.31,1818906.73
3735,20120601,4069.79,1900638.6
3736,20120608,1666.88,1764756.31
3737,20120615,3382.44,1773500.56
3738,20120622,3928.13,1837884.79
3739,20120629,1019.28,1842555.32
3740,20120706,8280.23,2062224.92
3741,20120713,4489.18,1755889.53
3742,20120720,3314.7,1730913.66
3743,20120727,12205.87,1625883.71
3744,20120803,25462.22,1705810.84
3745,20120810,4147.47,1720537.26
3746,20120817,1753.64,1735339.59
3747,20120824,3090.86,1780443.36
3748,20120831,6582.38,1731935.43
3749,20120907,4511.15,1840955.23
3750,20120914,2384.18,1519604.5
3751,20120921,6039.37,1557485.75
3752,20120928,11296.93,1540687.63
3845,20111111,20834.37,1402654.95
3846,20111118,1068.35,1255081.22
3847,20111125,513.76,1929738.27
3848,20111202,6243.02,1368130.35
3849,20111209,6168.78,1467024.3
3850,20111216,573.31,1429954.66
3851,20111223,499.0,1796203.51
3852,20111230,1011.54,1270036.53
3853,20120106,636.73,1466046.07
3854,20120113,869.64,1161190.29
3855,20120120,716.52,1129540.48
3856,20120127,222.42,1132948.48
3857,20120203,39241.63,1531599.44
3858,20120210,16822.46,1572966.15
3859,20120217,7685.11,1501503.68
3860,20120224,847.07,1323487.91
3861,20120302,12645.96,1451740.57
3862,20120309,2060.55,1680764.06
3863,20120316,3641.11,1337875.49
3864,20120323,1040.74,1216059.41
3865,20120330,1537.38,1209524.11
3866,20120406,2580.09,1559592.79
3867,20120413,2457.88,1290684.95
3868,20120420,657.56,1180797.2
3869,20120427,35.54,1170456.16
3870,20120504,2938.52,1450628.85
3871,20120511,4190.88,1264575.18
3872,20120518,1188.92,1213310.45
3873,20120525,1574.85,1151214.41
3874,20120601,3872.89,1245480.95
3875,20120608,833.67,1440687.69
3876,20120615,2244.26,1229760.97
3877,20120622,3663.41,1180671.55
3878,20120629,331.46,1129031.98
3879,20120706,2513.36,1500863.54
3880,20120713,3053.13,1179915.04
3881,20120720,944.08,1149427.48
3882,20120727,6009.47,1135035.09
3883,20120803,8969.45,1376520.1
3884,20120810,4158.02,1269113.41
3885,20120817,2542.17,1184198.41
3886,20120824,2779.28,1199309.59
3887,20120831,11858.54,1227118.75
3888,20120907,701.38,1469693.99
3889,20120914,2180.72,1124660.77
3890,20120921,1761.3,1135340.19
3891,20120928,2458.5,1129508.61
3984,20111111,1292.58,531600.62
3985,20111118,392.25,504601.29
3986,20111125,4.0,913165.19
3987,20111202,820.49,579874.22
3988,20111209,499.88,633240.53
3989,20111216,1211.18,736805.66
3990,20111223,10.5,1016637.39
3991,20111230,332.96,551743.05
3992,20120106,550.78,469773.85
3993,20120113,2.5,444756.37
3994,20120120,383.01,446863.31
3995,20120127,117.38,395987.24
3996,20120203,11641.23,493159.35
3997,20120210,4775.31,545840.05
3998,20120217,5185.35,559606.91
3999,20120224,3737.6,488782.63
4000,20120302,6884.75,500801.72
4001,20120309,531.23,504750.35
4002,20120316,642.33,489293.72
4003,20120323,538.94,517408.48
4004,20120330,266.03,504566.28
4005,20120406,1831.88,633826.55
4006,20120413,424.21,520493.83
4007,20120420,234.05,525200.59
4008,20120427,58.84,497250.22
4009,20120504,1773.6,504963.84
4010,20120511,477.96,529707.87
4011,20120518,661.56,543706.04
4012,20120525,309.68,549665.67
4013,20120601,885.58,576252.35
4014,20120608,440.62,554093.15
4015,20120615,89.54,552338.76
4016,20120622,1745.53,581854.5
4017,20120629,565.5,555954.13
4018,20120706,1918.9,578832.41
4019,20120713,1087.28,514709.76
4020,20120720,368.45,506705.36
4021,20120727,1656.41,475158.24
4022,20120803,4925.98,504754.74
4023,20120810,1673.62,518628.42
4024,20120817,504.22,416881.66
4025,20120824,1546.95,615026.15
4026,20120831,1875.2,545844.91
4027,20120907,1096.81,540811.85
4028,20120914,1763.17,475127.18
4029,20120921,345.81,489079.23
4030,20120928,687.56,489674.23
4124,20111118,38.35,436462.63
4129,20111223,2.52,492022.68
4130,20111230,35.28,376777.45
4131,20120106,4.92,457030.86
4134,20120127,42.84,433037.66
4135,20120203,192.66,434080.74
4138,20120224,13.5,425215.71
4139,20120302,63.5,438640.61
4140,20120309,144.18,446617.89
4148,20120504,14.33,454477.54
4154,20120615,10.16,438523.24
4157,20120706,2.96,440553.42
4161,20120803,1.88,425136.55
4162,20120810,52.96,430878.28
4164,20120824,10.05,425296.65
4165,20120831,134.07,439132.5
4166,20120907,33.14,433565.77
4168,20120921,69.2,443891.64
4262,20111111,3983.24,1444783.64
4263,20111118,462.18,1445174.79
4264,20111125,95.5,1934099.65
4265,20111202,2779.95,1388809.43
4266,20111209,1915.49,1556798.94
4267,20111216,566.44,1611196.61
4268,20111223,86.0,2026176.14
4269,20111230,845.42,1355405.95
4270,20120106,1254.6,1401232.52
4271,20120113,719.85,1377485.12
4272,20120120,167.56,1372504.9
4273,20120127,313.76,1259941.48
4274,20120203,33529.14,1391479.91
4275,20120210,11187.79,1527688.58
4276,20120217,6529.43,1570813.52
4277,20120224,1538.63,1392543.37
4278,20120302,11668.85,1427881.22
4279,20120309,1051.13,1439034.86
4280,20120316,2047.38,1481728.13
4281,20120323,837.58,1365824.97
4282,20120330,1334.23,1318854.22
4283,20120406,3623.01,1496169.81
4284,20120413,1482.03,1407842.91
4285,20120420,311.94,1407036.59
4286,20120427,542.5,1311352.25
4287,20120504,4932.07,1391257.28
4288,20120511,2960.85,1392938.06
4289,20120518,719.88,1441473.82
4290,20120525,2066.74,1397094.26
4291,20120601,2706.46,1404516.29
4292,20120608,744.86,1443285.79
4293,20120615,2541.21,1431003.43
4294,20120622,3613.14,1394065.76
4295,20120629,408.59,1349202.25
4296,20120706,3120.41,1458059.42
4297,20120713,3542.2,1374301.34
4298,20120720,2475.94,1392395.2
4299,20120727,8201.22,1303732.36
4300,20120803,14090.47,1390174.63
4301,20120810,4709.17,1386472.59
4302,20120817,3529.36,1410181.7
4303,20120824,4768.97,1379783.21
4304,20120831,8977.02,1373651.49
4305,20120907,2215.91,1358111.62
4306,20120914,1166.35,1327705.44
4307,20120921,1203.78,1373064.87
4308,20120928,354.35,1279080.58
4401,20111111,3908.03,1182733.0
4402,20111118,556.43,1181651.55
4403,20111125,9.0,1684468.66
4404,20111202,4742.55,1179773.88
4405,20111209,2813.68,1415746.91
4406,20111216,493.58,1556017.91
4407,20111223,33.0,1959526.96
4408,20111230,1183.24,1102367.65
4409,20120106,1848.9,1099937.25
4410,20120113,1049.44,1071598.36
4411,20120120,887.78,1080012.04
4412,20120127,69.87,1051864.6
4413,20120203,42702.46,1156826.31
4414,20120210,29483.81,1129422.86
4415,20120217,5880.54,1243812.59
4416,20120224,8914.56,1091822.72
4417,20120302,14296.7,1153332.89
4418,20120309,17697.9,1124537.97
4419,20120316,72.65,1138101.18
4420,20120323,3324.67,1146632.46
4421,20120330,1505.63,1108686.87
4422,20120406,2211.09,1270577.01
4423,20120413,1440.58,1171834.47
4424,20120420,1330.36,1121405.91
4425,20120427,382.41,1126962.44
4426,20120504,1881.84,1187384.53
4427,20120511,4338.3,1187051.07
4428,20120518,1135.59,1177539.71
4429,20120525,748.97,1232784.22
4430,20120601,669.55,1157557.79
4431,20120608,1640.0,1246322.44
4432,20120615,989.08,1234759.54
4433,20120622,4800.5,1196880.11
4434,20120629,798.18,1178211.81
4435,20120706,3908.86,1214183.97
4436,20120713,1494.84,1141184.66
4437,20120720,2117.84,1167829.33
4438,20120727,1981.66,1144901.52
4439,20120803,7768.33,1183571.35
4440,20120810,7871.42,1227469.2
4441,20120817,6006.91,1261306.37
4442,20120824,3394.31,1272809.11
4443,20120831,6843.52,1183979.27
4444,20120907,916.85,1126685.95
4445,20120914,1404.74,1156377.47
4446,20120921,1011.45,1159119.6
4447,20120928,1432.28,1157111.15
4547,20111230,25.2,215359.21
4554,20120217,0.46,266300.98
4555,20120224,2.61,242526.7
4563,20120420,128.87,261837.2
4564,20120427,0.87,249798.75
4578,20120803,44.29,258533.12
4582,20120831,9.7,237129.81
4679,20111111,4082.99,991570.02
4680,20111118,799.24,947552.44
4681,20111125,6.0,1345595.82
4682,20111202,1307.67,988742.08
4683,20111209,479.79,1084243.91
4684,20111216,573.1,1151052.86
4685,20111223,37.22,1593655.96
4686,20111230,146.1,965512.36
4687,20120106,351.55,953844.85
4688,20120113,186.59,913755.12
4689,20120120,255.88,910899.05
4690,20120127,13.35,872450.37
4691,20120203,14240.58,939367.14
4692,20120210,11972.11,1047658.09
4693,20120217,2748.66,1123446.51
4694,20120224,1389.89,950154.24
4695,20120302,6593.25,990263.7
4696,20120309,124.83,976393.43
4697,20120316,479.7,999298.43
4698,20120323,941.47,945143.33
4699,20120330,28.76,938861.77
4700,20120406,2558.69,1091020.37
4701,20120413,799.06,987353.65
4702,20120420,70.76,977628.78
4703,20120427,338.1,940299.87
4704,20120504,2597.74,991104.4
4705,20120511,1214.28,949625.52
4706,20120518,1042.41,998672.85
4707,20120525,1114.59,1015737.61
4708,20120601,87.9,977062.44
4709,20120608,1251.49,999511.29
4710,20120615,924.94,982345.51
4711,20120622,1561.36,1000285.1
4712,20120629,343.56,942970.63
4713,20120706,2529.03,1007867.68
4714,20120713,806.44,954677.75
4715,20120720,743.47,950929.59
4716,20120727,1720.84,917883.79
4717,20120803,4384.73,973250.41
4718,20120810,4250.64,1004523.59
4719,20120817,1315.08,1013820.86
4720,20120824,609.67,926250.21
4721,20120831,2171.06,933487.71
4722,20120907,3473.34,976415.56
4723,20120914,832.14,955211.7
4724,20120921,221.84,943047.78
4725,20120928,198.21,928629.31
4818,20111111,2951.74,880576.33
4819,20111118,951.51,820964.1
4820,20111125,20.97,1733822.4
4821,20111202,3945.27,903606.03
4822,20111209,955.48,948964.99
4823,20111216,601.89,1115255.65
4824,20111223,20.98,1550214.02
4825,20111230,961.0,904650.55
4826,20120106,1685.24,671708.09
4827,20120113,413.26,625135.11
4828,20120120,618.55,669850.04
4829,20120127,446.0,588722.99
4830,20120203,40201.38,746901.03
4831,20120210,11941.36,849779.14
4832,20120217,9522.98,824568.39
4833,20120224,5146.87,805028.74
4834,20120302,26264.78,766571.1
4835,20120309,2596.73,796351.35
4836,20120316,1587.92,793045.82
4837,20120323,8359.06,760671.1
4838,20120330,4081.77,744525.69
4839,20120406,2383.68,860293.46
4840,20120413,1903.35,788633.42
4841,20120420,149.91,794660.24
4842,20120427,1123.9,721212.45
4843,20120504,6114.76,772036.6
4844,20120511,1040.0,802383.63
4845,20120518,2133.81,819196.68
4846,20120525,1676.8,822167.17
4847,20120601,3040.28,932195.52
4848,20120608,851.39,873415.01
4849,20120615,2545.67,848289.41
4850,20120622,528.54,911696.0
4851,20120629,3457.25,892133.41
4852,20120706,6948.28,985479.64
4853,20120713,1749.8,825763.48
4854,20120720,934.49,841224.74
4855,20120727,6221.18,808030.15
4856,20120803,21249.14,866216.36
4857,20120810,2523.61,888368.8
4858,20120817,1401.93,887979.47
4859,20120824,5332.71,895274.72
4860,20120831,6324.67,931278.97
4861,20120907,1976.76,984833.35
4862,20120914,1564.94,821568.64
4863,20120921,2085.94,772302.94
4864,20120928,5895.05,814099.86
4964,20111230,50.4,287425.22
4969,20120203,2.5,310982.87
4978,20120406,12.41,331026.11
4980,20120420,231.31,323915.32
4982,20120504,18.38,312467.52
4985,20120525,0.92,306098.17
4986,20120601,4.02,306005.53
4987,20120608,5.0,338273.38
4995,20120803,64.47,304989.97000000003
4996,20120810,1.98,298947.51
5001,20120914,3.44,301893.63
5103,20111230,10.08,451327.61
5108,20120203,132.22,555424.24
5135,20120810,25.74,500964.59
5139,20120907,354.73,526838.14
5140,20120914,123.04,514651.74
5240,20111216,2.28,404283.84
5242,20111230,25.2,342667.35
5247,20120203,161.71,457711.68
5248,20120210,3.97,469787.38
5249,20120217,2.0,415513.97
5250,20120224,2.86,409411.61
5251,20120302,68.88,471115.38
5252,20120309,25.6,452792.53
5255,20120330,28.77,408679.36
5257,20120413,17.82,435790.74
5258,20120420,140.87,401615.8
5268,20120629,26.87,404634.36
5273,20120803,49.05,469311.17
5274,20120810,45.18,436690.13
5275,20120817,11.22,411866.46
5276,20120824,0.78,397428.22
5277,20120831,334.12,424904.95
5278,20120907,5.88,490274.82
5280,20120921,1.5,409600.98
5281,20120928,29.21,398468.08
5374,20111111,2414.95,1456957.38
5375,20111118,486.32,1510397.27
5376,20111125,77.74,2338832.4
5377,20111202,3614.81,1632894.58
5378,20111209,1354.79,1781528.77
5379,20111216,650.86,1991824.05
5380,20111223,213.49,2554482.84
5381,20111230,383.85,1537139.56
5382,20120106,117.6,1478537.93
5383,20120113,477.43,1369125.37
5384,20120120,525.75,1394841.03
5385,20120127,4.0,1320301.61
5386,20120203,31484.58,1396150.15
5387,20120210,7093.82,1442988.44
5388,20120217,6631.5,1511041.69
5389,20120224,983.61,1412065.04
5390,20120302,5781.24,1453047.02
5391,20120309,735.05,1470764.35
5392,20120316,1947.25,1522421.07
5393,20120323,305.89,1469593.37
5394,20120330,998.98,1499727.02
5395,20120406,3572.95,1764847.94
5396,20120413,1241.57,1580732.73
5397,20120420,318.73,1433391.04
5398,20120427,164.58,1456997.2
5399,20120504,3483.71,1512227.34
5400,20120511,4182.79,1470792.41
5401,20120518,2166.87,1522978.54
5402,20120525,1983.54,1596036.66
5403,20120601,1772.73,1640476.77
5404,20120608,1857.12,1623442.24
5405,20120615,3324.17,1587499.82
5406,20120622,2788.54,1532316.79
5407,20120629,725.41,1492388.98
5408,20120706,5163.63,1659221.99
